Word,ABBR,pronunciation,Meaning
میتافزیک ,انگ,,دیبؤم که اوي تیاݩ- حِکمت اِلاهی. | دیبؤمdibüm –دنیا- آسمان و زمین-طبیعت.
میت ,ص,مَ- یِ, مَڼه-موڙسته. اي باښ جمع اموات او.
میتود ,انگ,مِ, وېښ- چار-سؤوا. | سؤوا süwā– طرز -طریقه- به احتیاط- به ترتیب.
میتولوژی ,انگ,مِ,نؤشت به پرېݩجیک- دِې به پریݩجیک- پرېݩجیک به تحلیل به علم ښه تچاست.
میثاق ,ا,مِ, مېله گرۉݩټۉݩ- عهد وپیمان.
میخ ,ا,مِ,ټۉکه.
میخ آهنی ,ص- ق,مِ,چیمه ټۉکه.
میخانه ,ا,مَ- نَ, شؤت پیۉݩ ټاو-شؤت پیۉݩ اما.
میخچه ,ا,مِ- چَ, وَشتوک ټۉکه- وَشتوک چیمه ټۉکه-اݩزلیک ښه دي تَچاست.
میخوش ,ص,مَ, نه چؤکرله نه گي مۉره- سی اله پَلو ښه تَچاست ته سی نه چؤکرله نه گي مۉره او. | چؤکرله čükərlə – ترش.| مۉره murə– شرین.
میدان ,ا,مَ, اگېر- ویشتي بؤم- ویشتي گۉڙله- سېر.اي باښ به جمع میادین او.
میدان وردک ,ا,مَ- وَ, افغانستان به مرکزی داگول که اېک ولایت به نام او. تَشو به مرکز به نام میدان ښار او.
میده ,ا,مَ, وَشتوک-ایِته ستوک- څکي شتوک.
میده گي,ق,مَ, پَسرَه-پیڅݩ. مثلاً:  اۊۋ پَسرَه- درڙݩ پَسرَه- دۊۋ پیڅݩ.
میر ,,مِ,امیر باښ به مخفف او.
میرآب ,ا- ص,مِ, آو مټله- آو به سار مټله-انینگه مټله. | سارsār – نوبت. | انینگه aniŋə– نوبت آبیاری زمین-پروگرام آبیاری.
میراث ,ا,مِ, موڙ منښ به جېݩتاݩ ښه دَري مال- لَتري- تول گول ښه میراث تَچاست.
میراخور ,ا- ص,مِ, سی ته گۉړه سَمَټۉݩ ټاو گۉړاݩ به کویدؤم ایچاس.
میراندن ,مص,مِ, مَېِۇݩ- ږݩۉݩ- کي جن به مَروݩ به سبب بۉݩ.
میرزا ,ا- ص,مِ, چیتروَله- میرزا امیرزاده باښ به مخفف او. اي باښ نؤشت پاڇا به پؤتر به لقب اوړي.مثلاً تیمور- بابر به اۉپۉجي اۉړته کوڙݩ به لقب اوړي. شاهرخ میرزا تیمور به پؤتراوړي.
میرغضب ,ا,مِ- غَ- ضَ, نؤشتره باښ او- سی جن ته اعدام به حُکم اجرا ایچاس.
میرمالی-  نیرمالی ,ا,مِ- نِ," اسلام که نؤشت اېک ایشترکي دِې به نام اوړي. تَشو ښه اۉپۉجن به دِې او بتیاسئت. تَشو ښه بَتیاسئت ته أشا تاݩ اتر تیاس- أشا اېلي مۊشي میلي پَتڙ بیاس.| دِې de– رب النوع. | أشاتاݩ- أشادوašā tā̃, ašā do - زایشگاه- جای ولادت خانم ها. | پَتڙ patř - مددگار- کمک گر-طرفدار. باید گفت که قبل از اسلام در تمام دهات نورستان جایې مشخص برای ولادت خانم ها در بیرون ازقریه وجود داشته است."
میز ,ا,, چتا کار اوده پَڇه ته چَتا کؤر اوده سته او. تَشو که پَته کڙݩ نیشي چیترېاست- کي گي باڼي تیاست.
میزان ,ا,مِ, ترݩجه- مېڅېن. هجري شمسي وېل به سوتۉم ماس به نام دي او. کلښه میزان ماس ښه (اتاو ماس) تَچاست.
میزان الحراره ,ا,مِ- نُ- حَ, تَپي به زَرَن مېڅېن ایچَله لَتري ښه تَچاست.
میزبان ,ص,مِ, ویدیشا اوده- اما اوده.
میسر ,ص- مف,مُ- یَ- سَّ, ادسئک- أدوشت اوړي شته- ادسئک کوڙݩ سته.
میسیون ,ا- انگ,مِ, هیئت- عیسوی دین تبلیغ به هیئت.
میسیونر ,ص- انگ,مِ- نَ, عیسوي دین به تبلیغي.
میش ,ا,مِ, وَمېي-ایشترکي وَمېي.
میعاد ,ا,مِ, تَکوڙݩ ټاو-سؤمه تَيي ټاو- سؤمه- سؤمه تَيي گېړي-سؤمه تَيي واس. | سؤمه sümə – روز موعود- تاریخ تعیین شده.
میغ ,ا,, میار-بۉکټه میار.
میقات ,ا,مِ, گېړي- کوي به گېړي- سی ټاو ته سېوۋ اېښېي بْن ښه سؤمه تَیي شته او.
میکائیل ,ا,, اېک ملاېک به نام او.
میکروب ,ا- انگ,, وَشتوک جېݩته لَتري او. سی ټاو ټاو تیاس. تَشو به دؤک بیاست - ښا مجبيݩ گي دؤک لاټ کرېاس. | لاټ laṭ– آلوده.
میکرو بیولوژی ,ا- انگ,, میکروب زڙݩۉݩ به علم- میکروب شناسی.
میکروسکوپ,ا- انگ,, ذره بین- میکروب وڙݩۉݩ به لَتري به نام وڙ.
میکروفون , ا- انگ,, ڇا اوي نَشوَله سته لَتري به نام او.
میکرون ,ا- انگ,, وَشتوک وَشتوک لَتري به مېڅین به معیار او.
میل ,ا,مِ, چیمو به وَشتوک ښېل ښه تَچاست. | ښېل ṣel– سیخ-میله آهنی.
میل ,ا,مَ, نَمۉݩ- ای کڙݩ بَل بۉݩ- پَړَک.
میل ,انگ,مِ, درگله بار مېڅېن ایچۉݩ به مقیاس او.
میلاد ,ا,مِ, اۉپۉجۉݩ گېړي- اۉپۉجۉݩ واس-اۉپۉجي واس.
میلاد مسیح ,ص,مِ- مَ, حضرت عیسی (ع) اۉپۉجي واس- سی واس عیسوي تاریخ به نۉشتپرېن واس او.
میلان,ا,مَ, نَمۉݩ- بِل بۉݩ- ای کڙݩ بَل بۉݩ.
میله ,ا,مِ, درگله سته چیمو ښه تَچاست.
میله ,ص,مِ, يېک پيک.
میلیتاریسم,انگ,, دولت أښېي نیشۉݩ- دولت به سی نظام ښه تَچاست ته عسکر تَشو که أښېي نیشنه اوت. | أښېي نیشۉݩ a-ṣei nišũ - حاکمیت داشتن- تسلط داشتن. مثلاً: مصر-پاکستان.
میلی گرام ,ا,, اېک گرام به ازارۉم مَټه.
میلی متر ,ا,, اېک متر به ازارۉم مَټه.
میمنت ,ا,مَ- مَ- نَ, بوي بَسۉݩ-مبارک بودن.
میمنه ,ا,مَ- مَ- نَ, مؤلاݩت کڙݩ-مولاݩت دوشت-ښوچ به میدان به مؤلاݩت کڙݩ- برکت.
میمون ,ا,مَ, بوي-تاتېي- مبارک.
میمون ,ا,مَ, مَکوڙ.
مینا ,ا,مَ, ښارو- اېک نینگڅو به نام او.
مینو ,ا,مِ, جنت- بِهِشت.
مینوت ,ا- انگ,, چیترې شته-مُسوَده.
میناتور ,ا- انگ,مِ, لاجورد به – ی سون به آو میلي کاغذ کۍ چیمو که چَوېر پاتیې شتو ښه تَچاست.
میوه ,ا,مِ, اله پَله.
میوه خام ,ص,, چَکڼه.
میوه گرفتن درخت ,مص,مِ- گِ, پېتیۉݩ- جلو که اله پَله پَېتیۉݩ- بېربۉݩ- زېۉݩ دي تَچاست.
میوه ناپخته ,ص,, چَکڼه.
 میهن ,ا,مَ- هَ, گول- اۉپۉجي گول- اۉپۉجي ټاو.
ن ,نون,, اي باښ کلښه الا پېمیلاو دري - پښتو- عربی الا به باښ او.اي باښ-باښ به نؤشتار-مېوۋ-پتاری اېاس.
نا ,,, نا درُست - نا پسند-نا بینا اؤرنگه دي.کلښه الا که دي سکه باښ- اۊله باښ به معنا منفی کرکېاس. مثلاً:  نه یاس- نه گېاس- نه پیام- نه یام- نه چۉ. اؤرنگه دي اوت.
نا آرام ,ص,, نه نیشله-نیشي نه بَړله- نیشي نه بَړله سته.اصطلاح که ابشیري تنمناݩ ښه نیشنه کرېچ بيې تَچاست.
نا آرامی ,ق,, وېپه پَلېک- وَربېرپَلېک- ښوچ- سور نه اوړیشتو ښه تَچاست.
نا آزموده ,ص,مُ, اوي اۉ نه کوڙݩسته- نه زڙݩ شته.
نا آشنا ,ص,, أږمو-أږمۉسته-نه ږَمه- اؤرنگه گوله به مَنښ.
نا آگاهانه ,ق,, بۉټېݩ.
نا امنی ,ص,, ویدیک ویدیک- سور نه اوړي شتو ښه تچاست.
نا امید ,ص,اُ, نه ڇئت- نه ښَته- آښ سَري شته- آښ که دَریشته. | آښāṣ – امید- توقع-طمع. | ڇئتc̣ịt – راه وچاره- امید-راه بیرون رفت از مضیقه. | سَرۉݩ sarũ– محروم شدن-حریف درسپورت را هم سَرۉݩ گویند.
نا انصاف ,ص,اِ, انصاف نه اوده.
نا اهل ,ص,اَ, ښېاری گوسته- نیمالی گوسته-بېږۉره- منښ به پۉݩت که بېرۉ گوسته.
ناب ,ص,, سؤچَه- ڇتَه.
ناب-  انیاب ,ا,, دۉݩت به نام او.
ناباب ,ص,, أکۍ نه تَۇݩ سته-چار نه اوړیشته- سی کویدۇم ته چار نه او. | چار čār– رواج-معمول- مروج-مرسوم.
نابالغ ,ص,لِ, سی اوي نېسله دَبله کۍ دَبلي ته اجا شرعاً بالغ بۊسته نه اوت.
ناباور,ص,وَ, نه پَتیۉݩ سته- نه پَتیان.
نابود باد ,ص,, ۋَۋي- ۋي ۋي بیبۉ.
نا بجا- نا به جا ,ص,بَ, نه گېړي- اېݩ- ادرېݩ- نيپَه ښؤېݩ-أټاو نه اوړي کوي-سی کوي ته گېړي میلي نه بیاس.
نابخرد ,ص,بَ- خِ, نه زڙݩله.
نابخردانه ,ق,بَ- خِ, نه زڙۉݩ بار میلي- نه زڙݩېکې.
نا برده بار,ص,بُ, ترۉک پیڅل- أجیکه- أپتار-جیک نه اوده. | جیک jīk– صبر-تحمل- حوصله. | أپتار aptār– وارخطا- کسی که عجله دارد. | ترۉک پیڅل truk picl– نا شکیبا- بی حوصله-بد گذاره.
نابسامان ,ص,بَ, نه سَمڙشته- درۉگۉ جۉگۉ-سَسا نه کوڙݩ سته- تاݩس په تاݩس- پرَوا.
نابغه ,ص,بِ- غَ, نَشمان کؤشَله- سی ته امتره کؤشَله او. | نَشمانnašmān – فوق العاده. نَشمان منښ – آدم فوق العاده.
نابکار- نا به کار ,ص,بَ, نه چېري- ډَسه- بېڼ- پا ښېي.
نابلد ,ص,بَ, اورؤawrü - أږمۉ -أږموسته-نه ږَمه- سی ته کۉݩ میلي ږَمه سؤمه نه او- سی ته تَشو کي نه زڙݩاس.
نابود ,ص,, گوسته- أکۊۋ – ی گوسته- پؤس بۊسته- پَد درڙݩ- ی گوسته- نَښټه- نَښټه سته.
نا بهنگام- نا به هنگام ,ص,بَ, نه گېړي- نه گېړې - اېݩ.
نا بینا ,ص,, ښېړه-دؤ اچېݩ ښېړه- نه وڙݩله-انده.
نا پاک ,ص,, کتره-مۉل بۊسته- ابره لاټ بۊسته.کلښاݩ به مېله او:  ڇتَه ڇتَه- کَتره کَتره. یعنی پاک پاک- نا پاک نا پاک. در اصطلاح حق ونا حق.
نا پاکزاد ,ص,, اؤدښټي زَگه- حرامزاده.
نا پایدار ,ص,یَ, نه تیله- نه تیله گېړي- نه تیله لَتري-سی لتري ته ښَچمه نه او-لټ پَټه سته.
نا پخته ,ص,پُ- تَ, نه پَچاݩ گوسته- نه پَچي شته- نه پَکي شته-اَمه سته اله پَله.
نا پدید ,ص,پَ, نه وڙاݩ گیاسته- پؤس بۊسته.
نا پروا ,ص,پَ, کسؤ به نیښټ نه اوده- نیښټ نه اوده. اصطلاح که اپراشت پې اوړي منښ-ښه تَچاست.
ناپسند ,ص,پِ- سَ, نه پَړَکۉݩ سته- أکۍ نه تَۇݩ سته.
نا پیدا ,ص,پَ, نه وڙݩ اله- پؤس- سی ته نه وڙاݩ گېاس-چؤن-نه لَوَن.
نا تراشیده ,ص,تَ, نه برڙېݩ شته-نه تڅئ سته.
ناتکمیل ,ص,تَ- مِ, سَمدرَنگ- سَمدرنگ دَتي شته-سَمدرنگ دَتي اۉتَيي شته-أنَشت نه ناشي شته-نه اوشې شته.
ناتنی ,ص,تَ, تی سوس بْرا ته اېک اِېي تَتو به نه اوت.
ناتوان ,ص,تَ, نَکاټ نَمېچ (نه کاټ نه مېچ)- کټمېچ که دَري شته- أدوشت دَري- دوشت کوڅ- أکټه- أکټیو.
ناتوانی ,ق,تَ, کټمېچ وا اڅۉݩ - دوشت کوڅ بۉݩ- شاپ بېي بۉݩ- نکاټ نَمېچ بۉݩ.اصطلاح که اۉسلۉݩ تچاست.
ناتور ,انگ,, طبیعت- فطرت- سرشت.
ناتورالیست ,ص- انگ,, طبیعت به پَتڙ- طبیعت به طرفدار.
ناجو ,ا,, سؤرېي- اېک لېمڼه پوټ اوده سته جَلو به نام او.
ناجور ,ص,, نَکاټ- نېمیچه.
ناجور ,ص,, نه جؤکن-نه سَېِن- دؤ لَتري کۍ دؤ جن ته اېک سېک میلي نه جؤکياست.| جؤکنjükən – سازش- جور آمد- اتفاق. | سَېِن(ا):  سازش- جور آمد-گذاره.
ناجی ,ص- فا,, څؤټَوَله- آزاد ایچَله.
ناچ ,ا,, ناټ- وَرپَلۉݩ- الول اویښاو وَرپَلۉݩ.کؤشلاݩ به مېله وَړه:  کۉݩ اي کون ناټ- کۉݩ سی کون ناټ.
ناچار ,ق,, کرړَه-کرړَه بي-نه ڇئتې.
ناچاری ,ق,, کرړَه بۉݩ--نه ڇئتې- نه ڇئت میلي-اۉسَلۉݩ.
ناچل ,ص,چَ, سی اؤرپَۍ ښه تَچاست ته تَشو کي نه اویچاس.
ناچیز ,ص,چِ, ایتیک-اپیلوک- اپیله سته- امتوگ.
ناحق ,ص,حَ, ألڙݩ- ألاد- ادار- ادرېݩ.
ناحیه ,ا,حِ- یَ, چېم-دېش به اېک کڙݩ- دېش به اېک مټه- ښار به اېک مَټه-گول به اېک ټاو-کلښه چېم تَچاست. ناحیه اۊله چېم ښه تَچاݩ گېاس. مثلاً وَرم چېم- بېرم چېم- مَۍ چېم. امي داسته که. ناحیه باښ به جمع نواحي او.
نا خلف ,ص,خَ- لَ, ابره زَگه- سی زَگه ته اِېي تَته آݩت که نه او-اِېي تَته آݩت نه کرتَوَله -اېي تته آݩت نه اوده.
ناخن- ناخون ,ا,خُ, نؤچَه- نؤچَݩ- دوشت کؤر انگوڙ به نؤچَݩ.
نا خوانا ,ص,, سی کاچه لڙݩ ته نه متراݩ گېاس- متر نه بَړۉݩ سته کاچه لڙݩ. | کاچَه لڙݩ kāčə lř̃- نامه-خط.
ناخوانده ,ص,, نه مترسته-نه ڇا کوڙݩسته- اڅ نه تَکوڙݩ سته-سی ته ڇا نه کوڙېݩ کۉمه ویدیشه بار ښه گېاس.
نا خود آگاه ,ص,, أپامې- بینَن نه – ی کوڙݩ کوي ښه تَچاست. أپامې اېک بوسته کوي کوڙݩ ته-کۍ گي خطر که څؤټي ته کلښه تچاست:  خدای پرؤجېم.
نا خوش ,ص,, نَکاټ- کاټ نه اوړیشته -گریݩ گریݩ سته-نیکاټ.
نادار ,ص,, أدوشت دَري- أسؤکه- دوشت کوڅ- شاپ بِېي- کس نه اوده.
نادان ,ص,, بۉټَه-نه زڙݩله- بېړه- چېټَه.
نادانی ,ق,, نه زڙݩۉݩ بار- بۉټه بار- چېټَه بار.
نا دانسته ,ص,نِ- تَ, نه زڙݩېکې.
نادر ,ص,دِ, نه لَوَن- لَوَن نه اوړي لَتري ښه تَچاست.
نا درست ,ص,رُ, کمټېݩ- نیمالې-تیرې نه اوړیشته- ابره بۊسته- ښپاݩ گوسته-امټ کمټ اوړیشته.
نادم ,ص,دِ, جیت ښه اۉڙۇݩ- پشيمان.کلښه الا که پشیمان باښ ښه- جیت ښه اۉڙۇݩ- دوشت مۉرۉݩ-تچاست.
نادی ,ص,دِ, ڇا کښَله. اي باښ به مونث نادیه- او.
نا دیده ,ص,دِ- دَ, نه وڙݩته سته- نه وڙݩتېݩ.
نا راحت ,ص,حَ, نیشي نه بَړۉݩ.
نا راحت ساختن ,مص,حَ, کدیچَۇݩ - څؤکڅؤک ایچۉݩ-ږۉکۉ ږۉکۉ ایچۉݩ- اۉنډۉݩ-ږولۍ کرۇݩ.
نا راست ,ص,, درۉۋټه.
نا راض ,ص,, ټېنگه- بَمي.
نارس ,ص,رَ, چَڼه- نه پَکي شته-نه پَکي اله پَلو ښه تَچاست.
نا رسا ,ص,رَ, کټَه-تَوره- سَمدرنگ-لټ پَټه. | لټ پَټهlaṭ paṭə – ناقص- نا تمام- سرسری. | کټه kaṭə– ناقص- معیوب.
نارکوتیک ,ص- انگ,, بېړه ایچَله- پْروش اوَله سته-مُخدَّر.
نارنج ,ا,رَ, اېک اله پَلو به نام او.
نارنجک ,ا,رَ- جَ, بَم- دوشتې نَشۉݩ بَم- بَم دستی.
نارنجی ,ا- ص,رَ- جِ, ږَته واکه سته ږۉۋ ښه تَچاست.
نا روا ,ص,رَ, ابره-ابره کوي- روا نه اوړي کوي-حرام.
ناز ,ا,, بَشاو-بَشاو بَشاو-بَشَۇݩ.
نازا ,ص,, ښۉݩټي- نه زېلي مۊشي- نه زېلي ایشترکي چَته کؤره- نه زېلي جَلو- ښه دي تَچاست.
ناز پرورده ,ص- مف,پَ- وَ, ډۉره ډۉروک که سَمټي شته- پَرړي اویښې شته-أزو ناشي شته. | اويښَۇݩoiṣəw̃ - معنای لغوي کلمه بالا کشیدن بوده- اما در اصطلاح به معنای پَرورش دادن- بزرگ ساختن- استعمال می شود.| پرړۉݩ parəṛũ– ناز دادن- پرستش کردن.
ناز دادن ,مص,, وَکتَۇݩ- پَرَړۉݩ-أزو نَشۉݩ- زو پْرۉݩ.
نازدانه ,ص,,أزو گوسته (مذ)- أزو گېشتي (مو)-أزو ناشي شته(مذ)- أزو ناشي شتي(مو).اصطلاح که ډۉره ډۉروک که سَمټي شته-سمټي شتي- ښه تَچاست.
ناز دانه ساختن ,مص,, أزو نَشۉݩ- زو پْرۉݩ- وَکتَۇݩ. اصطلاح که ډۉره ډۉروک ایچۉݩ ښه تَچاست.
نازک ,ص,زُ, چیچله- چیچله ستوک- څْڅْره سته- تۉݩکه- تۉݩکه سته- لېپره- لېپره سته.
نازک بدن ,ص,زُ- بَ, چیچله جیت اودي (مو)- سی ته تَشو به آډ به چام چیچله او.اي باښ وَشمه سم مۊشیݩ ښه -اې پېر پلا ښه دي تچاست.
